Block Name,Point ID,alphat,k,Normals_0,Normals_1,Normals_2,Normals_Magnitude,nut,omega,p,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
Airfoil,0,9.42393e-12,3.29393e-07,0.164581,-0.986364,0,1,8.01698e-12,18265.5,1.0002,0.0324415,0.0325813,0,0.0459782,0.999413,1.0008,0,0,0,0,0.6314
Airfoil,1,9.42393e-12,3.29393e-07,0.164581,-0.986364,0,1,8.01698e-12,18265.5,1.0002,0.0324415,0.0325813,1,1.00106,0.999413,1.0008,0,0,0,0,0.6314
Airfoil,2,1.78662e-11,6.5458e-07,0.224205,-0.974542,0,1,1.5198e-11,16983.8,0.999933,0.0250899,0.0312981,1,1.0008,0.99919,1.00076,0,0,0,0,0.804838
Airfoil,3,1.78662e-11,6.5458e-07,0.224205,-0.974542,0,1,1.5198e-11,16983.8,0.999933,0.0250899,0.0312981,0,0.0401133,0.99919,1.00076,0,0,0,0,0.804838
Airfoil,4,7.91225e-12,2.74985e-07,0.15804,-0.987433,0,1,6.72599e-12,18562.3,1.00071,0.0398116,0.0337545,0,0.0521951,0.999897,1.00082,0,0,0,0,0.603692
Airfoil,5,7.91225e-12,2.74985e-07,0.15804,-0.987433,0,1,6.72599e-12,18562.3,1.00071,0.0398116,0.0337545,1,1.00136,0.999897,1.00082,0,0,0,0,0.603692
Airfoil,6,1.25253e-11,4.82827e-07,0.152177,-0.988353,0,1,1.06477e-11,18853.7,1.00069,0.0471797,0.0349402,0,0.058709,0.99989,1.00081,0,0,0,0,0.71905
Airfoil,7,1.25253e-11,4.82827e-07,0.152177,-0.988353,0,1,1.06477e-11,18853.7,1.00069,0.0471797,0.0349402,1,1.00172,0.99989,1.00081,0,0,0,0,0.71905
Airfoil,8,1.39229e-11,5.59436e-07,0.145779,-0.989317,0,1,1.1836e-11,19155,1.00066,0.0545632,0.0360258,0,0.0653835,0.999873,1.00079,0,0,0,0,0.74481
Airfoil,9,1.39229e-11,5.59436e-07,0.145779,-0.989317,0,1,1.1836e-11,19155,1.00066,0.0545632,0.0360258,1,1.00214,0.999873,1.00079,0,0,0,0,0.74481
Airfoil,10,1.45223e-11,5.97396e-07,0.140415,-0.990093,0,1,1.23459e-11,19429.8,1.00061,0.061946,0.0371161,0,0.0722143,0.999844,1.00077,0,0,0,0,0.755177
Airfoil,11,1.45223e-11,5.97396e-07,0.140415,-0.990093,0,1,1.23459e-11,19429.8,1.00061,0.061946,0.0371161,1,1.0026,0.999844,1.00077,0,0,0,0,0.755177
Airfoil,12,1.39347e-11,5.77968e-07,0.129879,-0.99153,0,1,1.18472e-11,19855.4,1.00053,0.0693404,0.0381215,0,0.0791287,0.999775,1.00076,0,0,0,0,0.744809
Airfoil,13,1.39347e-11,5.77968e-07,0.129879,-0.99153,0,1,1.18472e-11,19855.4,1.00053,0.0693404,0.0381215,1,1.00313,0.999775,1.00076,0,0,0,0,0.744809
Airfoil,14,1.34805e-11,5.60584e-07,0.125181,-0.992134,0,1,1.14611e-11,20101,1.00051,0.0767448,0.0390545,0,0.0861105,0.99977,1.00075,0,0,0,0,0.737014
Airfoil,15,1.34805e-11,5.60584e-07,0.125181,-0.992134,0,1,1.14611e-11,20101,1.00051,0.0767448,0.0390545,1,1.0037,0.99977,1.00075,0,0,0,0,0.737014
Airfoil,16,1.35168e-11,5.70394e-07,0.117895,-0.993026,0,1,1.14926e-11,20429.8,1.00043,0.0841488,0.0399899,0,0.0931677,0.999707,1.00073,0,0,0,0,0.737675
Airfoil,17,1.35168e-11,5.70394e-07,0.117895,-0.993026,0,1,1.14926e-11,20429.8,1.00043,0.0841488,0.0399899,1,1.00433,0.999707,1.00073,0,0,0,0,0.737675
Airfoil,18,1.23851e-11,5.21174e-07,0.106743,-0.994287,0,1,1.0531e-11,20875.1,1.00037,0.0915657,0.0408141,0,0.10025,0.999654,1.00072,0,0,0,0,0.716602
Airfoil,19,1.23851e-11,5.21174e-07,0.106743,-0.994287,0,1,1.0531e-11,20875.1,1.00037,0.0915657,0.0408141,1,1.00501,0.999654,1.00072,0,0,0,0,0.716602
Airfoil,20,1.14108e-11,4.76004e-07,0.100076,-0.99498,0,1,9.70246e-12,21172.7,1.00037,0.0989888,0.0415831,0,0.107368,0.999662,1.00071,0,0,0,0,0.697994
Airfoil,21,1.14108e-11,4.76004e-07,0.100076,-0.99498,0,1,9.70246e-12,21172.7,1.00037,0.0989888,0.0415831,1,1.00575,0.999662,1.00071,0,0,0,0,0.697994
Airfoil,22,1.11808e-11,4.68535e-07,0.0953899,-0.99544,0,1,9.50706e-12,21401,1.00035,0.106416,0.0423078,0,0.114518,0.999647,1.00071,0,0,0,0,0.693376
Airfoil,23,1.11808e-11,4.68535e-07,0.0953899,-0.99544,0,1,9.50706e-12,21401,1.00035,0.106416,0.0423078,1,1.00654,0.999647,1.00071,0,0,0,0,0.693376
Airfoil,24,1.13392e-11,4.80543e-07,0.0921008,-0.99575,0,1,9.64192e-12,21578.8,1.00032,0.113846,0.0430069,0,0.121699,0.999629,1.0007,0,0,0,0,0.696545
Airfoil,25,1.13392e-11,4.80543e-07,0.0921008,-0.99575,0,1,9.64192e-12,21578.8,1.00032,0.113846,0.0430069,1,1.00738,0.999629,1.0007,0,0,0,0,0.696545
Airfoil,26,1.1086e-11,4.73249e-07,0.0843364,-0.996437,0,1,9.42708e-12,21908.4,1.00026,0.121279,0.0436825,0,0.128906,0.999577,1.00068,0,0,0,0,0.691307
Airfoil,27,1.1086e-11,4.73249e-07,0.0843364,-0.996437,0,1,9.42708e-12,21908.4,1.00026,0.121279,0.0436825,1,1.00827,0.999577,1.00068,0,0,0,0,0.691307
Airfoil,28,1.03051e-11,4.37382e-07,0.0765863,-0.997063,0,1,8.76313e-12,22228.7,1.00024,0.128719,0.0442656,0,0.136117,0.999563,1.00068,0,0,0,0,0.675072
Airfoil,29,1.03051e-11,4.37382e-07,0.0765863,-0.997063,0,1,8.76313e-12,22228.7,1.00024,0.128719,0.0442656,1,1.00922,0.999563,1.00068,0,0,0,0,0.675072
Airfoil,30,9.74961e-12,4.12326e-07,0.0699484,-0.997551,0,1,8.2908e-12,22507.1,1.00023,0.13616,0.0448256,0,0.143349,0.999561,1.00067,0,0,0,0,0.662953
Airfoil,31,9.74961e-12,4.12326e-07,0.0699484,-0.997551,0,1,8.2908e-12,22507.1,1.00023,0.13616,0.0448256,1,1.01022,0.999561,1.00067,0,0,0,0,0.662953
Airfoil,32,9.33777e-12,3.9422e-07,0.0641079,-0.997943,0,1,7.94061e-12,22748.7,1.00023,0.143608,0.0453096,0,0.150586,0.999559,1.00067,0,0,0,0,0.653688
Airfoil,33,9.33777e-12,3.9422e-07,0.0641079,-0.997943,0,1,7.94061e-12,22748.7,1.00023,0.143608,0.0453096,1,1.01127,0.999559,1.00067,0,0,0,0,0.653688
Airfoil,34,8.99836e-12,3.7923e-07,0.0588639,-0.998266,0,1,7.65197e-12,22964.4,1.00022,0.151055,0.0457824,0,0.157841,0.99956,1.00067,0,0,0,0,0.645802
Airfoil,35,8.99836e-12,3.7923e-07,0.0588639,-0.998266,0,1,7.65197e-12,22964.4,1.00022,0.151055,0.0457824,1,1.01238,0.99956,1.00067,0,0,0,0,0.645802
Airfoil,36,8.61775e-12,3.62062e-07,0.0533035,-0.998578,0,1,7.32831e-12,23184.2,1.00022,0.158507,0.0461882,0,0.1651,0.99956,1.00067,0,0,0,0,0.636723
Airfoil,37,8.61775e-12,3.62062e-07,0.0533035,-0.998578,0,1,7.32831e-12,23184.2,1.00022,0.158507,0.0461882,1,1.01354,0.99956,1.00067,0,0,0,0,0.636723
